number,url,title,created,updated,author,labels,area,kind,verdict,relevant_to_main,severity,human_attention,duplicate_of,cluster,evidence,notes
10605,https://github.com/cline/cline/issues/10605,Cline CLI – Unintentional ACT MODE (Tab) Activation Despite Explicit PLAN MODE Instructions,2026-05-08,2026-07-08,svenpohl,stale|CLI,cli,bug,repro-candidate,unsure,medium,yes,,,"The auto-switch half is directly guarded on `main`: `createInteractiveModeSwitchTool` in `apps/cli/src/runtime/interactive/mode.ts` tells the model to 'never call this proactively, and never treat the original task request as approval', and `sendTurnWithActModeContinuation` only auto-continues when `source === ""tool""`, so a UI toggle can never start executing a plan. The 'plan mode runs commands' half is still true and self-contradictory in code: `ToolPresets.plan` in `sdk/packages/core/src/extensions/tools/presets.ts` is documented 'read-only, no shell access' yet sets `enableBash: true` (only `enableEditor` is false).","Two separate questions for a maintainer: (a) is `enableBash: true` in the plan preset intentional (the docstring says otherwise), and (b) does mode survive a task interrupt/session rebuild. `.clinerules` is loaded on main via `sdk/packages/core/src/extensions/config/user-instruction-config-loader.ts`, so it is prompt guidance only — it cannot hard-gate tools."
10606,https://github.com/cline/cline/issues/10606,"[Bug] ""API keys are not supported by this API"" when using Vertex AI in Kanban Agent Mode (Antigravity IDE / GCP VM)",2026-05-08,2026-07-08,lduque-beep,stale|VS Code,sdk-llms,bug,already-fixed,no,high,no,,,"Both halves are fixed on `main`. `createVertexProviderModule` in `sdk/packages/llms/src/providers/vendors/vertex.ts` passes `googleAuthOptions: { projectId }` (ADC/OAuth) whenever a project is configured and only falls back to `apiKey` when it is not, so an API key is no longer forced. The settings-persistence half was fixed by 84fe95de4 ""fix(vscode): persist Vertex provider settings (#11565)"" (VertexProvider.tsx + useProviderConfig.ts), with 81a69e9ad (#12143) following up. The error string 'Cline SDK send failed' from the report does not exist anywhere in the tree.","Filed against 3.79.0. Vertex ADC now depends on the project id persisting, which 84fe95de4 fixed."
10607,https://github.com/cline/cline/issues/10607,Inconsistent web search-related error,2026-05-08,2026-07-09,gbrennon,stale|VS Code|CLI|beta,cli,bug,needs-info,unsure,low,no,,,"Unresolvable from the report: the only error text is inside a screenshot. There is no `web_search` tool on `main` at all — `sdk/packages/core/src/extensions/tools/definitions.ts` exposes only `fetch_web_content` (`createWebFetchTool`, `enableWebFetch`), backed by `executors/web-fetch.ts`. `gh issue view 10607 --comments` adds nothing but the Linear linkback and the stale bot.","CLI beta 0.0.13 vs 3.0.46 today. Reporter says it did not recur in a fresh session; may be the same weak-model tool-call rejection fixed by a1d69fee6 (#12061). Ask for the error text, or close as stale."
10608,https://github.com/cline/cline/issues/10608,Cline SDK migration: Unauthorized error shown after login when executing tasks in Cline in staging environment,2026-05-08,2026-07-08,kirtirajsinh-dot,stale|QA|VS Code,vscode-new,bug,needs-info,unsure,medium,no,,,"The exact message is still a live code path — `sdk/packages/core/src/runtime/orchestration/session-runtime-orchestrator.test.ts` uses it as the auth-failure fixture — but the handling changed: `executeRunWithAuthRetry` (session-runtime-orchestrator.ts ~line 713) now detects it via `isLikelyAuthError` (`sdk/packages/shared/src/types/auth.ts`), calls `config.onAuthError()` and retries once. That landed as d859a86a6 ""fix(sdk): retry runs once after refreshing expired OAuth credentials (#12369)"", alongside a3989acc3 ""don't log users out when token refresh fails due to network/server errors (#12255)"".",QA ticket against a staging build from 2026-05-08; the freshly-signed-up-token race is partly server-side. Needs a retest on current main rather than new investigation.
10614,https://github.com/cline/cline/issues/10614,Inconsistent cline behavior related to auth,2026-05-09,2026-07-09,gbrennon,stale|CLI|beta,sdk-core,bug,duplicate,no,medium,no,12094,mid-session-unauthorized,"""Randomly losing auth"" is exactly what d859a86a6 ""fix(sdk): retry runs once after refreshing expired OAuth credentials (#12369)"" and a3989acc3 ""fix(sdk): don't log users out when token refresh fails due to network/server errors (#12255)"" address. On `main`, `executeRunWithAuthRetry` in `sdk/packages/core/src/runtime/orchestration/session-runtime-orchestrator.ts` refreshes credentials and retries transparently, and `sdk/packages/core/src/auth/cline.ts` only treats 400/401/403 as fatal (line 136) rather than any refresh failure.",CLI beta 0.0.13. Report is a screenshot plus 'maybe the auth server is driven by a LLM' — no actionable detail beyond what the two commits already fixed.
10618,https://github.com/cline/cline/issues/10618,Feature request: macOS MCP integration — 71 native app tools via mcp-x-mac-seed,2026-05-09,2026-07-09,reverendish,stale,unknown,feature-request,out-of-scope,no,low,no,,,"Nothing to build in this repo: Cline already consumes arbitrary MCP servers (`sdk/packages/core/src/extensions/mcp`, `sdk/packages/core/src/services/mcp-install.ts`, `apps/vscode/src/services/mcp/McpHub.ts`), and listing a server in the marketplace means editing the external catalog at `https://cline.github.io/marketplace/catalog.json` referenced by `apps/vscode/src/core/controller/marketplace/marketplace-helpers.ts`.",Author self-promotion of their own MCP server; users can already add it via MCP settings today.
10622,https://github.com/cline/cline/issues/10622,TUI rendering issues,2026-05-09,2026-07-09,gbrennon,stale|CLI|beta,cli,bug,needs-info,unsure,low,no,,tui-render-tearing,"The renderer underneath the reported tearing has been replaced: commit 22a1fa2c8 ""feat(cli): upgrade opentui 0.1.102 -> 0.4.3 (#12453)"" plus 98024c424 (#12516, dialog remove() contract) and fb15324ad (#12229, use-after-free on terminal title teardown) all changed `apps/cli/src/tui`. 69 commits touch `apps/cli/src/tui` since the issue was filed against CLI 0.0.13 (now 3.0.46), so the 0.1.x OpenTUI diffing that produced overlapping lines is no longer the code in play.",Reporter's repro (plan mode + option-select dialog under tmux/kitty) is concrete enough to retest on 3.0.x; reopen with fresh screenshots if it still tears.
10623,https://github.com/cline/cline/issues/10623,cline stop in the middle of editing a file...and save button grey out,2026-05-09,2026-07-10,KritBlade,stale|VS Code,vscode-new,bug,legacy-only,no,medium,no,,diff-approve-buttons-stuck,"The editable streaming diff view with a Save button is gone. On `main`, `apps/vscode/src/hosts/vscode/VscodeEditPreview.ts` serves a *read-only* virtual document (`EDIT_PREVIEW_URI_SCHEME = ""cline-edit-preview""`) in a `vscode.diff` tab, so there is no user-facing save step to grey out. The related stall was also fixed by bcf8c1d03 ""fix(vscode): relative read_files paths and diff-preview stalls no longer fail read/edit tools (#12558)"", which bounds the preview open with a 5s race so a hung `vscode.diff` can no longer burn the editor tool's 30s timeout or block the approval ask.",Filed against 3.82 with a screenshot and no repro steps. Legacy DiffViewProvider path; the equivalent stall on the new extension is fixed by bcf8c1d03.
10626,https://github.com/cline/cline/issues/10626,The VS Code Cline extension occasionally encounters a gray screen in the chat interface.,2026-05-10,2026-07-07,TuvokYang,VS Code,vscode-new,bug,repro-candidate,yes,high,yes,,grey-blank-webview,"The failure mode is still structurally possible on `main`: `apps/vscode/webview-ui/src/main.tsx` renders `<App />` with no error boundary, and `apps/vscode/webview-ui/src/App.tsx` has none either — the only boundary in the tree is `ChatErrorBoundary.tsx`, used solely by three MCP chat-display components (`ImagePreview`, `LinkPreview`, `McpResponseDisplay`). Any render throw from persisted message data therefore unmounts the whole React tree, which matches the commenter's key observation that reopening that one conversation reproduces the blank panel every time while other conversations render fine.","Two independent confirmations, one on v3.89.2 and one saying it is now frequent. Two things to do: find the message shape that throws during render, and add a root error boundary so a single bad row can never blank the whole webview."
10631,https://github.com/cline/cline/issues/10631,Streaming response hangs indefinitely on TCP half-open connections,2026-05-10,2026-07-10,water-in-stone,stale|VS Code,sdk-llms,bug,confirmed-by-code,yes,high,yes,,stream-never-starts,"The named symbol is legacy (no `StreamChunkCoordinator` anywhere on `main`), but the defect carried over verbatim. `sdk/packages/llms/src/providers/ai-sdk.ts` calls `streamText({ ..., abortSignal: request.signal })` with no inter-chunk deadline and then consumes it with a bare `for await (const part of stream.fullStream)` (line ~924) / `for await (const text of stream.textStream)` (line ~1038). The only timeout in the package is `fetchJson`'s 30s cap in `sdk/packages/llms/src/providers/http.ts`, which is used for non-streaming JSON calls only. A half-open socket therefore parks the loop forever, with no stall watchdog and no path into the retry logic.",Owned by @cline/llms. Fix shape: race each `fullStream` pull against an idle timer (the VS Code terminal host already does exactly this in `apps/vscode/src/hosts/vscode/terminal/VscodeTerminalProcess.ts` after #11972) and surface a retryable error on stall. High-quality report — the reporter read the code.
10636,https://github.com/cline/cline/issues/10636,Settings panel does not work without an account,2026-05-11,2026-07-11,drake7707,stale|VS Code,vscode-new,bug,already-fixed,no,medium,no,,,"`apps/vscode/webview-ui/src/App.tsx` still short-circuits to `<OnboardingView />` while `showWelcome` is true, so the gear is inert during onboarding — but onboarding no longer requires an account. `apps/vscode/webview-ui/src/components/onboarding/data-steps.ts` offers a 'Bring my own API key' option (`NEW_USER_TYPE.BYOK`), whose step renders the `byok_provider_config` page in `OnboardingView.tsx` using the full `ApiConfigurationSection` and finishes with a plain 'Continue' (`action: ""done""`) — no signup. An Ollama-only user can configure `OllamaProvider.tsx` right there.","Filed against 3.82.0. The new onboarding covers the reporter's exact case (local Ollama, no account)."
10637,https://github.com/cline/cline/issues/10637,Cline auto compacts context silently even with autocompacting setting disabled,2026-05-11,2026-07-15,wb1016,stale|VS Code,sdk-core,bug,already-fixed,no,high,yes,,compaction-runs-while-disabled,"Both halves are gone. The file the commenters pinpointed, `src/core/context/context-management/context-window-utils.ts` with its `deepseek -> 128_000` override, does not exist on `main` and no deepseek-keyed context-window constant survives anywhere (grep for 128000/128_000 finds only a test fixture). Compaction now reads the model's own budget via `resolveEffectiveMaxInputTokens` in `sdk/packages/core/src/extensions/context/compaction-shared.ts`, and `createContextCompactionPrepareTurn` in `compaction.ts` returns `undefined` outright when `compaction.enabled !== true`; `apps/vscode/src/sdk/cline-session-factory.ts` only passes a `compaction` block at all when `useAutoCondense` is set.","Five users hit this and one shipped a proxy workaround, so it is worth a confirming retest and a reply on the thread. Residual risk: `DEFAULT_MAX_INPUT_TOKENS = 128_000` is still the fallback when a model reports neither `maxInputTokens` nor `contextWindow`, which an OpenAI-compatible user who leaves the context window blank could still hit."
10644,https://github.com/cline/cline/issues/10644,Cline fails to connect to existing remote Chrome debug session and ignores custom browser arguments,2026-05-11,2026-06-12,phase3dev,VS Code,vscode-new,bug,confirmed-by-code,yes,medium,yes,,,"`splitArgs` in `apps/vscode/src/services/browser/BrowserSession.ts` (line 30) splits on `/""[^""]+""|\S+/g` and then only strips quotes anchored at both ends (`/^""(.*)""$/`), so `--user-data-dir=""C:\path""` keeps its embedded quotes and a path containing a space is split in two — Chrome then creates a different profile directory, exactly the reported symptom. Separately, `relaunchChromeDebugMode` (line 104) hardcodes `--user-data-dir=${os.tmpdir()}/chrome-debug-profile` before appending `userArgs`, and `launchBrowser` (line 181) silently falls back to `launchLocalBrowser()` (bundled headless Chromium) whenever the remote attach in `launchRemoteBrowser` fails.",Owned by apps/vscode browser service. The quote/space handling in `splitArgs` is a small self-contained fix; the 'silently launches a fresh Chrome when remote attach fails' behavior in `launchBrowser` is a separate UX decision. One comment on the thread is a plug for an unrelated third-party product.
10656,https://github.com/cline/cline/issues/10656,"Latest Cline still hits OpenAI Native gpt-5.3-codex, gpt-5.4 and gpt-5.5 reasoning/function_call pairing error during MCP/tool use",2026-05-12,2026-07-06,leo2783,VS Code,sdk-llms,bug,already-fixed,no,high,yes,,codex-responses-item-pairing,"The hand-rolled Responses API payload builder that round-tripped `fc_`/`rs_` item ids is gone: `sdk/packages/llms/src/providers/vendors/openai.ts` is now a thin `createOpenAI(...).responses(modelId)` wrapper (SDK migration, 8d4597dc9), and `toAiSdkMessages` in `sdk/packages/llms/src/providers/ai-sdk.ts` (lines 272-383) preserves provider metadata only for `anthropic` (signature/redactedData) and `google` (thoughtSignature) — it never sets `providerOptions.openai.itemId`. In the installed `@ai-sdk/openai` 3.0.84 responses converter, a regular function tool without an itemId is emitted as `{type:""function_call"", call_id, name, arguments}` with no `id`, and reasoning parts without an itemId are dropped, so OpenAI has no `fc_` id to demand a paired `rs_` item for.","Six reporters and still active as of 2026-07-06, where one claims 'cline version 4.0.1'. The code says the 400 cannot be produced by the new provider path, so a maintainer should confirm which build that user is actually on before closing."
